NAME                     INSTALLED                        FIXED IN                                             TYPE            VULNERABILITY        SEVERITY    EPSS          RISK
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64833       Medium      0.2% (13th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64833       Medium      0.2% (13th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64833       Medium      0.2% (13th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64833       Medium      0.2% (13th)   0.1
libc-bin                 2.35-0ubuntu3.8                  (won't fix)                                          deb             CVE-2016-20013       Negligible  2.2% (80th)   0.1
libc-dev-bin             2.35-0ubuntu3.8                  (won't fix)                                          deb             CVE-2016-20013       Negligible  2.2% (80th)   0.1
libc6                    2.35-0ubuntu3.8                  (won't fix)                                          deb             CVE-2016-20013       Negligible  2.2% (80th)   0.1
libc6-dev                2.35-0ubuntu3.8                  (won't fix)                                          deb             CVE-2016-20013       Negligible  2.2% (80th)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51794       Medium      0.2% (13th)   0.1
starlette                0.47.3                           1.1.0                                                python          GHSA-x746-7m8f-x49c  Medium      0.2% (11th)   0.1
ffmpeg                   8.0.1                            8.1                                                  UnknownPackage  CVE-2026-40962       Critical    0.1% (3rd)    0.1
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-45446       Low         0.4% (28th)   0.1
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-45446       Low         0.4% (28th)   0.1
python                   3.11.10                          *3.13.13, 3.14.4, 3.15.0a7                           UnknownPackage  CVE-2026-2297        Medium      0.2% (10th)   0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-32777       Medium      0.2% (12th)   0.1
libmfx1                  22.3.0-1                                                                              deb             CVE-2024-21783       Medium      0.2% (11th)   0.1
python                   3.11.10                          *3.13.14, 3.14.5rc1, 3.15.0b1                        UnknownPackage  CVE-2026-6019        Medium      0.2% (13th)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65703       Medium      0.2% (10th)   0.1
python                   3.11.10                          *3.13.13, 3.14.4, 3.15.0a8                           UnknownPackage  CVE-2026-3446        Medium      0.2% (8th)    0.1
libgssapi-krb5-2         1.19.2-2ubuntu0.4                (won't fix)                                          deb             CVE-2018-5709        Negligible  2.1% (79th)   0.1
libk5crypto3             1.19.2-2ubuntu0.4                (won't fix)                                          deb             CVE-2018-5709        Negligible  2.1% (79th)   0.1
libkrb5-3                1.19.2-2ubuntu0.4                (won't fix)                                          deb             CVE-2018-5709        Negligible  2.1% (79th)   0.1
libkrb5support0          1.19.2-2ubuntu0.4                (won't fix)                                          deb             CVE-2018-5709        Negligible  2.1% (79th)   0.1
libcap2                  1:2.44-1ubuntu0.22.04.1          1:2.44-1ubuntu0.22.04.3                              deb             CVE-2026-4878        Medium      0.2% (10th)   0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2025-66382       Medium      0.2% (10th)   0.1
dpkg                     1.21.1ubuntu2.3                  1.21.1ubuntu2.6                                      deb             CVE-2025-6297        Low         0.3% (26th)   0.1
libpng-dev               1.6.37-3build5                                                                        deb             CVE-2026-40930       Medium      0.2% (10th)   0.1
libpng16-16              1.6.37-3build5                                                                        deb             CVE-2026-40930       Medium      0.2% (10th)   0.1
gpgv                     2.2.27-3ubuntu2.1                2.2.27-3ubuntu2.5                                    deb             CVE-2025-68973       High        0.1% (3rd)    < 0.1
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59849       Medium      0.2% (9th)    < 0.1
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59849       Medium      0.2% (9th)    < 0.1
libx11-6                 2:1.7.5-1ubuntu0.3               (won't fix)                                          deb             CVE-2020-25697       Low         0.3% (25th)   < 0.1
libx11-data              2:1.7.5-1ubuntu0.3               (won't fix)                                          deb             CVE-2020-25697       Low         0.3% (25th)   < 0.1
libx11-xcb1              2:1.7.5-1ubuntu0.3               (won't fix)                                          deb             CVE-2020-25697       Low         0.3% (25th)   < 0.1
libpng-dev               1.6.37-3build5                   1.6.37-3ubuntu0.5                                    deb             CVE-2026-34757       Medium      0.2% (9th)    < 0.1
libpng16-16              1.6.37-3build5                   1.6.37-3ubuntu0.5                                    deb             CVE-2026-34757       Medium      0.2% (9th)    < 0.1
pip                      24.2                             26.0                                                 python          GHSA-6vgw-5pg2-w6jp  Low         0.4% (31st)   < 0.1
python                   3.11.10                          3.9.23, 3.10.18, *3.11.13, 3.12.11, ...              UnknownPackage  CVE-2025-4516        Medium      0.2% (7th)    < 0.1
libglib2.0-0             2.72.4-0ubuntu2.9                                                                     deb             CVE-2026-15588       Medium      0.2% (9th)    < 0.1
perl-base                5.34.0-3ubuntu1.3                                                                     deb             CVE-2026-57432       Medium      0.2% (8th)    < 0.1
libicu70                 70.1-2                                                                                deb             CVE-2025-5222        Low         0.3% (23rd)   < 0.1
libsndfile1              1.0.31-2ubuntu0.2                                                                     deb             CVE-2025-56226       Low         0.3% (23rd)   < 0.1
libpng-dev               1.6.37-3build5                   1.6.37-3ubuntu0.1                                    deb             CVE-2025-64505       Medium      0.2% (8th)    < 0.1
libpng16-16              1.6.37-3build5                   1.6.37-3ubuntu0.1                                    deb             CVE-2025-64505       Medium      0.2% (8th)    < 0.1
libmfx1                  22.3.0-1                                                                              deb             CVE-2024-21808       Medium      0.2% (8th)    < 0.1
torch                    2.5.1+cu124                                                                           python          GHSA-f4hp-rmr7-r7v8  Medium      0.2% (8th)    < 0.1
torch                    2.5.1+cu124                      2.9.1                                                python          GHSA-vgrw-7cvw-pwgx  Medium      0.2% (8th)    < 0.1
libmfx1                  22.3.0-1                                                                              deb             CVE-2024-28051       Medium      0.2% (8th)    < 0.1
gpgv                     2.2.27-3ubuntu2.1                2.2.27-3ubuntu2.3                                    deb             CVE-2025-30258       Medium      0.2% (8th)    < 0.1
libgcrypt20              1.9.4-3ubuntu3                   1.9.4-3ubuntu3.2                                     deb             CVE-2026-41989       Medium      0.2% (8th)    < 0.1
libelf1                  0.186-1ubuntu0.1                                                                      deb             CVE-2025-1376        Low         0.3% (22nd)   < 0.1
libmfx1                  22.3.0-1                                                                              deb             CVE-2024-28030       Medium      0.2% (7th)    < 0.1
gpgv                     2.2.27-3ubuntu2.1                (won't fix)                                          deb             CVE-2022-3219        Low         0.3% (21st)   < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59728       Medium      0.2% (6th)    < 0.1
libtiff5                 4.3.0-6ubuntu0.13                (won't fix)                                          deb             CVE-2023-52355       Negligible  1.7% (75th)   < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59733       Medium      0.2% (6th)    < 0.1
libpng-dev               1.6.37-3build5                   1.6.37-3ubuntu0.3                                    deb             CVE-2026-22695       Medium      0.2% (6th)    < 0.1
libpng16-16              1.6.37-3build5                   1.6.37-3ubuntu0.3                                    deb             CVE-2026-22695       Medium      0.2% (6th)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-32778       Medium      0.2% (6th)    < 0.1
python                   3.11.10                          *3.13.10, 3.14.1, 3.15.0a3                           UnknownPackage  CVE-2025-13837       Medium      0.2% (9th)    < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-59734       Medium      0.2% (6th)    < 0.1
libmfx1                  22.3.0-1                                                                              deb             CVE-2023-22656       Low         0.3% (19th)   < 0.1
lief                     0.14.1                           0.15.0                                               python          GHSA-377p-g8gr-5wpg  Low         0.2% (14th)   < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-32776       Medium      0.2% (6th)    < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59731       Medium      0.2% (5th)    < 0.1
libc-bin                 2.35-0ubuntu3.8                  2.35-0ubuntu3.11                                     deb             CVE-2025-8058        Medium      0.2% (5th)    < 0.1
libc-dev-bin             2.35-0ubuntu3.8                  2.35-0ubuntu3.11                                     deb             CVE-2025-8058        Medium      0.2% (5th)    < 0.1
libc6                    2.35-0ubuntu3.8                  2.35-0ubuntu3.11                                     deb             CVE-2025-8058        Medium      0.2% (5th)    < 0.1
libc6-dev                2.35-0ubuntu3.8                  2.35-0ubuntu3.11                                     deb             CVE-2025-8058        Medium      0.2% (5th)    < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-59732       Medium      0.2% (5th)    < 0.1
libcap2                  1:2.44-1ubuntu0.22.04.1          1:2.44-1ubuntu0.22.04.2                              deb             CVE-2025-1390        Medium      0.2% (5th)    < 0.1
openssl                  3.3.2                            1.1.1ze, 3.0.19, *3.3.6, 3.4.4, 3.5.5, ...           UnknownPackage  CVE-2026-22795       Medium      0.1% (4th)    < 0.1
libgnutls30              3.7.3-4ubuntu1.5                 3.7.3-4ubuntu1.9                                     deb             CVE-2026-42014       Medium      0.1% (4th)    < 0.1
coreutils                8.32-4.1ubuntu1.2                                                                     deb             CVE-2026-56392       Medium      0.1% (4th)    < 0.1
openssl                  3.3.2                            1.0.2zn, 1.1.1ze, 3.0.19, *3.3.6, 3.4.4, ...         UnknownPackage  CVE-2025-68160       Medium      0.2% (4th)    < 0.1
libacl1                  2.3.1-1                                                                               deb             CVE-2026-54369       Medium      0.1% (4th)    < 0.1
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.23                                    deb             CVE-2026-31789       Low         0.2% (15th)   < 0.1
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.23                                    deb             CVE-2026-31789       Low         0.2% (15th)   < 0.1
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-15370       Medium      0.1% (4th)    < 0.1
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-15370       Medium      0.1% (4th)    < 0.1
libsystemd0              249.11-0ubuntu3.12               249.11-0ubuntu3.19                                   deb             CVE-2026-40225       Medium      0.1% (4th)    < 0.1
libudev1                 249.11-0ubuntu3.12               249.11-0ubuntu3.19                                   deb             CVE-2026-40225       Medium      0.1% (4th)    < 0.1
libmfx1                  22.3.0-1                                                                              deb             CVE-2023-47282       Low         0.2% (14th)   < 0.1
pip                      24.2                             26.1                                                 python          GHSA-jp4c-xjxw-mgf9  Medium      0.1% (3rd)    < 0.1
sed                      4.8-1ubuntu2                     4.8-1ubuntu2.1                                       deb             CVE-2026-5958        Medium      0.1% (3rd)    < 0.1
python                   3.11.10                          3.15.0b3                                             UnknownPackage  CVE-2026-12003       Medium      0.1% (3rd)    < 0.1
ffmpeg                   8.0.1                            8.1                                                  UnknownPackage  CVE-2025-12343       Medium      0.1% (4th)    < 0.1
coreutils                8.32-4.1ubuntu1.2                                                                     deb             CVE-2025-5278        Low         0.2% (14th)   < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56411       Medium      0.1% (3rd)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56410       Medium      0.1% (3rd)    < 0.1
pip                      24.2                             26.1                                                 python          GHSA-58qw-9mgm-455v  Medium      0.1% (4th)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56412       Medium      0.1% (3rd)    < 0.1
libpng-dev               1.6.37-3build5                   1.6.37-3ubuntu0.1                                    deb             CVE-2025-64506       Medium      0.1% (3rd)    < 0.1
libpng16-16              1.6.37-3build5                   1.6.37-3ubuntu0.1                                    deb             CVE-2025-64506       Medium      0.1% (3rd)    < 0.1
libp11-kit0              0.24.0-6build1                                                                        deb             CVE-2026-13757       Medium      0.1% (3rd)    < 0.1
lief                     0.14.1                           0.17.2                                               python          GHSA-mjjp-xjfg-97wg  Low         0.2% (15th)   < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56131       Medium      0.1% (3rd)    < 0.1
coreutils                8.32-4.1ubuntu1.2                                                                     deb             CVE-2026-56391       Medium      0.1% (3rd)    < 0.1
libglib2.0-0             2.72.4-0ubuntu2.9                                                                     deb             CVE-2026-16118       Medium      0.1% (3rd)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56409       Medium      0.1% (3rd)    < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-40962       Medium      0.1% (3rd)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56406       Medium      0.1% (3rd)    < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65706       Medium      0.1% (3rd)    < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65705       Medium      0.1% (3rd)    < 0.1
torch                    2.5.1+cu124                      2.7.1-rc1                                            python          GHSA-3749-ghw9-m3mg  Low         0.2% (14th)   < 0.1
libllvm15                1:15.0.7-0ubuntu0.22.04.3                                                             deb             CVE-2023-29942       Low         0.2% (12th)   < 0.1
libllvm15                1:15.0.7-0ubuntu0.22.04.3                                                             deb             CVE-2023-29935       Low         0.2% (12th)   < 0.1
libattr1                 1:2.5.1-1build1                                                                       deb             CVE-2026-54371       Medium      0.1% (3rd)    < 0.1
libcairo-gobject2        1.16.0-5ubuntu2.1                                                                     deb             CVE-2025-50422       Low         0.2% (11th)   < 0.1
libcairo2                1.16.0-5ubuntu2.1                                                                     deb             CVE-2025-50422       Low         0.2% (11th)   < 0.1
perl-base                5.34.0-3ubuntu1.3                                                                     deb             CVE-2025-15649       Medium      0.1% (2nd)    < 0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-65704       Medium      0.1% (2nd)    < 0.1
torch                    2.5.1+cu124                                                                           python          GHSA-x3gm-94wq-g975  Low         0.2% (15th)   < 0.1
starlette                0.47.3                           1.3.0                                                python          GHSA-jp82-jpqv-5vv3  Low         0.2% (8th)    < 0.1
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59846       Medium      0.1% (2nd)    < 0.1
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59846       Medium      0.1% (2nd)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56403       Medium      0.1% (2nd)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56404       Medium      0.1% (2nd)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56408       Medium      0.1% (2nd)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56405       Medium      0.1% (2nd)    < 0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-56407       Medium      0.1% (2nd)    < 0.1
libgnutls30              3.7.3-4ubuntu1.5                 3.7.3-4ubuntu1.8                                     deb             CVE-2025-9820        Low         0.2% (10th)   < 0.1
torch                    2.5.1+cu124                      2.13.0                                               python          GHSA-rrmf-rvhw-rf47  Low         0.2% (8th)    < 0.1
